Frame,
46,"(127, 410)","(200, 410)","(267, 406)","(334, 400)","(406, 396)","(469, 394)","(542, 386)","(609, 388)","(678, 386)","(747, 383)","(819, 381)","(892, 376)","(961, 367)"
47
48,"(128, 406)","(195, 402)","(262, 400)","(332, 399)","(400, 396)","(469, 391)","(537, 387)","(611, 384)","(681, 384)","(753, 376)","(819, 376)","(891, 373)","(961, 371)"
49
50,"(125, 405)","(195, 407)","(265, 402)","(335, 398)","(401, 392)","(473, 395)","(545, 386)","(615, 385)","(683, 380)","(747, 378)","(818, 373)","(883, 370)","(962, 363)"
51
52,"(124, 404)","(196, 400)","(264, 400)","(333, 395)","(401, 393)","(469, 388)","(539, 382)","(613, 378)","(679, 378)","(755, 376)","(819, 374)","(885, 369)","(957, 367)"
53
54,"(123, 403)","(196, 394)","(269, 394)","(337, 390)","(401, 387)","(474, 384)","(541, 380)","(613, 376)","(682, 374)","(755, 376)","(814, 372)","(885, 366)","(955, 360)"
55
56,"(127, 392)","(193, 390)","(270, 390)","(338, 388)","(401, 386)","(477, 383)","(541, 377)","(599, 373)","(675, 369)","(744, 369)","(809, 366)","(885, 360)","(959, 356)","(1029, 351)"
57,"(128, 388)","(201, 386)","(263, 384)","(339, 385)","(404, 380)","(503, 368)","(571, 369)","(649, 367)","(713, 363)","(779, 358)","(859, 352)","(939, 348)","(1004, 345)"
58
59,"(131, 382)","(200, 382)","(267, 380)","(346, 374)","(402, 370)","(473, 374)","(541, 369)","(603, 364)","(671, 358)","(735, 356)","(803, 354)","(872, 349)","(941, 335)"
60
61,"(126, 377)","(196, 372)","(273, 373)","(331, 366)","(405, 367)","(468, 364)","(542, 358)","(615, 360)","(685, 355)","(752, 347)","(805, 346)","(867, 339)","(933, 332)","(998, 332)"
62
63,"(118, 367)","(182, 366)","(241, 362)","(295, 358)","(367, 360)","(437, 364)","(510, 352)","(577, 350)","(644, 346)","(719, 344)","(784, 339)","(853, 328)","(915, 326)","(959, 324)"
64
65,"(150, 354)","(229, 356)","(289, 358)","(371, 352)","(444, 358)","(514, 354)","(571, 350)","(629, 344)","(697, 342)","(767, 334)","(840, 325)","(911, 325)","(977, 320)"
66
67,"(145, 348)","(221, 346)","(295, 348)","(373, 348)","(441, 348)","(503, 348)","(573, 344)","(645, 340)","(709, 332)","(775, 330)","(829, 323)","(890, 320)","(959, 310)"
68
69,"(141, 347)","(222, 340)","(306, 342)","(377, 344)","(449, 346)","(517, 338)","(594, 336)","(662, 329)","(733, 322)","(803, 318)","(865, 307)","(933, 306)","(1001, 303)"
70
71,"(141, 342)","(211, 340)","(298, 338)","(364, 337)","(425, 338)","(491, 338)","(544, 335)","(599, 328)","(661, 322)","(724, 319)","(783, 316)","(834, 307)","(897, 304)"
72
73,"(152, 340)","(221, 336)","(287, 335)","(352, 336)","(405, 337)","(462, 332)","(514, 328)","(563, 324)","(617, 318)","(676, 318)","(716, 310)","(777, 304)","(834, 296)","(887, 296)"
74
75,"(153, 334)","(209, 330)","(275, 330)","(331, 332)","(390, 329)","(453, 328)","(507, 324)","(560, 323)","(614, 318)","(664, 312)","(719, 304)","(780, 295)","(833, 286)"
76
77,"(166, 326)","(245, 327)","(316, 327)","(394, 329)","(458, 328)","(519, 320)","(578, 313)","(633, 309)","(691, 302)","(757, 294)","(827, 281)","(885, 280)","(947, 276)"
78
79,"(169, 319)","(253, 319)","(335, 318)","(425, 314)","(497, 312)","(565, 308)","(619, 300)","(690, 292)","(753, 292)","(827, 268)","(903, 264)","(967, 258)","(1030, 247)"
80
81,"(150, 314)","(233, 310)","(303, 312)","(368, 312)","(429, 307)","(495, 303)","(559, 295)","(609, 290)","(671, 280)","(737, 274)","(809, 262)","(891, 257)","(967, 246)"
82
83,"(136, 307)","(203, 304)","(281, 302)","(367, 300)","(441, 294)","(499, 288)","(561, 285)","(623, 282)","(690, 276)","(759, 274)","(814, 258)","(868, 250)","(940, 241)"
84
85,"(130, 306)","(197, 306)","(269, 305)","(339, 299)","(405, 295)","(465, 294)","(530, 286)","(592, 281)","(663, 278)","(725, 274)","(789, 268)","(841, 254)","(911, 248)"
86
87,"(127, 310)","(201, 304)","(279, 302)","(359, 298)","(423, 294)","(490, 292)","(557, 283)","(634, 280)","(699, 276)","(769, 272)","(831, 258)","(904, 248)","(975, 240)"
88
89,"(121, 305)","(189, 306)","(254, 304)","(316, 302)","(371, 301)","(433, 294)","(484, 291)","(535, 285)","(594, 283)","(663, 279)","(724, 273)","(784, 271)","(842, 256)"
90
91,"(109, 308)","(183, 307)","(261, 304)","(325, 304)","(385, 297)","(453, 294)","(517, 286)","(587, 282)","(661, 277)","(735, 270)","(805, 263)","(874, 252)","(966, 240)"
92
93,"(119, 308)","(173, 308)","(237, 306)","(303, 302)","(371, 298)","(435, 294)","(502, 287)","(563, 281)","(626, 280)","(685, 272)","(755, 267)","(814, 259)","(871, 248)"
94
95,"(117, 304)","(191, 305)","(261, 303)","(324, 301)","(389, 298)","(459, 294)","(538, 285)","(617, 280)","(689, 277)","(751, 269)","(830, 254)","(908, 244)","(987, 237)"
96
97,"(111, 308)","(177, 306)","(267, 303)","(346, 300)","(425, 296)","(503, 288)","(575, 282)","(646, 276)","(718, 274)","(787, 268)","(849, 254)","(921, 244)","(991, 236)"
98
99,"(119, 306)","(186, 305)","(257, 302)","(324, 301)","(399, 298)","(460, 291)","(527, 285)","(587, 282)","(649, 276)","(709, 271)","(771, 272)","(833, 255)","(896, 250)"
100
101,"(115, 307)","(179, 307)","(251, 303)","(318, 297)","(387, 296)","(462, 292)","(526, 284)","(593, 279)","(657, 275)","(714, 270)","(783, 267)","(847, 255)","(907, 246)"
102
103,"(127, 308)","(196, 306)","(270, 302)","(343, 298)","(417, 291)","(499, 289)","(589, 282)","(669, 278)","(742, 274)","(816, 252)","(895, 249)","(977, 240)","(1059, 235)"
104
105,"(173, 307)","(244, 303)","(307, 304)","(379, 298)","(438, 296)","(499, 292)","(578, 284)","(648, 279)","(720, 276)","(786, 269)","(854, 250)","(927, 242)","(993, 236)"
106
