frame,
0,"(468, 436)","(1282, 389)"
1,"(249, 576)","(1139, 532)"
2,"(461, 468)","(460, 436)"
3,"(167, 451)"
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
68
69,"(242, 575)","(324, 567)","(416, 569)","(504, 566)","(595, 554)","(673, 548)","(767, 542)","(862, 534)","(961, 524)","(1036, 520)","(1130, 522)","(1213, 512)","(1301, 510)","(1386, 502)","(1472, 498)"
70
71,"(236, 571)","(311, 570)","(404, 564)","(497, 559)","(579, 557)","(677, 549)","(766, 539)","(866, 534)","(946, 534)","(1038, 524)","(1127, 517)","(1223, 515)","(1303, 511)","(1382, 513)","(1480, 498)"
72
73
74
75
76,"(239, 569)","(317, 563)","(412, 563)","(502, 554)","(583, 554)","(665, 544)","(767, 539)","(857, 532)","(942, 525)","(1036, 519)","(1110, 523)","(1210, 517)","(1287, 490)","(1387, 499)","(1474, 498)"
77
78,"(233, 564)","(326, 557)","(409, 558)","(502, 551)","(584, 551)","(675, 543)","(765, 549)","(858, 535)","(942, 533)","(1021, 519)","(1125, 509)","(1214, 511)","(1306, 509)","(1395, 497)","(1482, 495)"
79
80
81,"(239, 566)","(327, 561)","(405, 555)","(495, 553)","(579, 548)","(677, 541)","(755, 531)","(846, 528)","(942, 526)","(1036, 514)","(1129, 509)","(1207, 510)","(1307, 503)","(1395, 502)","(1474, 490)"
82
83
84
85,"(234, 553)","(319, 555)","(412, 554)","(498, 552)","(580, 548)","(670, 534)","(754, 533)","(838, 530)","(943, 516)","(1036, 509)","(1127, 501)","(1212, 500)","(1297, 495)","(1387, 492)","(1470, 483)"
86
87
88,"(238, 554)","(313, 551)","(409, 550)","(495, 543)","(585, 541)","(674, 536)","(765, 530)","(857, 519)","(947, 515)","(1035, 514)","(1123, 513)","(1223, 511)","(1299, 493)","(1384, 490)","(1478, 484)"
89
90
91,"(233, 554)","(321, 550)","(405, 550)","(495, 535)","(582, 530)","(670, 531)","(756, 522)","(841, 519)","(945, 504)","(1027, 500)","(1122, 501)","(1214, 495)","(1306, 495)","(1391, 482)","(1472, 478)"
92
93
94
95,"(230, 542)","(314, 541)","(407, 537)","(493, 531)","(584, 527)","(683, 526)","(766, 518)","(859, 515)","(945, 504)","(1023, 501)","(1114, 499)","(1211, 496)","(1312, 482)","(1412, 479)","(1507, 467)"
96
97
98,"(227, 539)","(315, 530)","(403, 533)","(492, 524)","(579, 518)","(671, 512)","(757, 513)","(854, 509)","(944, 500)","(1026, 485)","(1117, 479)","(1223, 470)","(1295, 469)","(1380, 458)","(1503, 447)"
99
100
101,"(217, 500)","(309, 507)","(398, 511)","(488, 511)","(578, 503)","(664, 501)","(756, 498)","(844, 497)","(931, 483)","(1029, 473)","(1121, 451)","(1213, 445)","(1299, 436)","(1391, 434)"
102
103
104,"(221, 509)","(322, 509)","(398, 511)","(490, 501)","(581, 501)","(668, 498)","(762, 491)","(851, 487)","(935, 479)","(1039, 474)","(1120, 465)","(1208, 456)","(1297, 456)","(1395, 448)","(1501, 440)"
105
106
107
108
109,"(229, 511)","(319, 502)","(402, 501)","(490, 501)","(572, 496)","(663, 495)","(749, 486)","(851, 487)","(935, 477)","(1029, 475)","(1126, 464)","(1193, 461)","(1297, 451)","(1379, 447)","(1497, 433)"
110
111
112
113
114
115
116
117
118
119
120
121
122
123
124
125
126
127
128
129
130
131
132
133
134
135
136
137
138
139
140
141
142
143
144
145
146
147
148
149
150
151
152
153
154
155
156
